housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
29,3517,645,4,248900,<1H OCEAN
31,2537,382,6,356000,<1H OCEAN
23,2215,475,4,218800,<1H OCEAN
28,2949,529,4,228000,<1H OCEAN
18,2375,652,2,235900,<1H OCEAN
28,2312,496,4,203200,<1H OCEAN
35,2277,420,4,197000,<1H OCEAN
26,2506,387,5,236400,<1H OCEAN
28,2829,566,4,223200,<1H OCEAN
26,3179,703,4,222700,<1H OCEAN
26,2332,371,5,225000,<1H OCEAN
18,3584,715,3,240100,<1H OCEAN
28,3046,507,5,227900,<1H OCEAN
28,2414,415,4,268600,<1H OCEAN
29,4133,744,5,275100,<1H OCEAN
34,2791,495,4,256300,NEAR BAY
32,2572,406,5,287600,NEAR BAY
26,1910,371,5,298900,<1H OCEAN
27,1890,303,5,287600,NEAR BAY
25,5405,939,5,222200,<1H OCEAN
26,3761,623,4,232600,<1H OCEAN
25,3333,511,5,258300,<1H OCEAN
23,4925,948,5,230900,<1H OCEAN
33,3994,764,5,196900,<1H OCEAN
26,4211,741,5,223900,<1H OCEAN
27,5532,973,4,243500,<1H OCEAN
23,4314,676,5,264400,<1H OCEAN
26,2016,322,6,246900,<1H OCEAN
13,5377,744,6,337300,<1H OCEAN
26,3087,532,4,217300,NEAR BAY
23,3170,532,4,291700,NEAR BAY
26,2145,369,4,223800,NEAR BAY
25,4209,731,5,223100,NEAR BAY
23,4247,835,5,211300,NEAR BAY
25,4458,922,3,218500,NEAR BAY
17,407,97,3,156300,NEAR BAY
35,1867,343,4,186000,NEAR BAY
6,2918,672,4,178200,NEAR BAY
34,2316,478,3,190400,NEAR BAY
31,1240,264,3,210300,NEAR BAY
16,4458,856,5,208000,NEAR BAY
18,1746,437,3,183300,NEAR BAY
19,4572,712,6,245700,NEAR BAY
21,4280,673,5,242200,NEAR BAY
22,4638,716,5,219500,<1H OCEAN
25,4377,668,5,231800,<1H OCEAN
26,3816,637,4,221300,<1H OCEAN
26,2806,459,4,213800,<1H OCEAN
26,4822,845,4,206000,<1H OCEAN
46,1280,209,5,315600,INLAND
13,3742,555,7,285400,<1H OCEAN
23,1655,223,7,291900,<1H OCEAN
3,2456,582,4,225600,<1H OCEAN
23,2179,308,5,259600,<1H OCEAN
20,1804,254,6,262900,<1H OCEAN
18,3631,547,5,257300,<1H OCEAN
18,2876,423,6,259200,<1H OCEAN
23,2234,270,7,337200,INLAND
22,1898,239,6,334100,<1H OCEAN
16,4070,624,6,311500,INLAND
25,2244,301,6,296900,INLAND
20,2948,471,6,247900,INLAND
19,2034,288,6,300400,INLAND
15,2130,273,7,332400,<1H OCEAN
29,2702,680,3,233000,INLAND
39,522,116,2,238500,INLAND
52,775,134,5,233300,INLAND
3,1565,464,2,231300,INLAND
13,5519,833,7,393200,<1H OCEAN
10,4337,800,5,247200,INLAND
28,1812,294,4,229400,INLAND
4,4719,741,6,282500,INLAND
14,4236,701,5,300600,INLAND
22,3634,664,4,293200,INLAND
27,1569,242,5,278500,INLAND
47,127,23,4,375000,INLAND
16,4290,554,7,327500,INLAND
26,1786,306,5,430600,INLAND
32,404,74,4,125000,INLAND
17,1671,352,6,450000,INLAND
12,5608,1049,3,200200,INLAND
22,5533,943,4,216800,INLAND
17,3956,639,5,215500,INLAND
12,1906,351,4,227700,INLAND
29,3433,711,3,184400,INLAND
36,1687,372,3,158400,INLAND
34,2358,498,3,174600,INLAND
35,2853,588,4,168400,INLAND
9,3980,736,5,256700,INLAND
26,2647,536,3,183800,INLAND
35,1755,299,5,183400,INLAND
35,1864,357,4,177500,INLAND
32,1078,207,3,186900,INLAND
17,3112,872,3,172500,INLAND
44,495,112,2,179200,INLAND
52,2157,418,3,204400,INLAND
41,1501,299,4,209400,INLAND
6,3023,518,6,350000,INLAND
26,2211,344,5,199800,INLAND
26,2163,339,6,211000,INLAND
28,1773,278,4,201100,INLAND
25,1947,418,3,193000,INLAND
17,1364,282,2,117600,INLAND
15,2061,465,2,97900,INLAND
16,3045,543,3,140600,INLAND
14,3545,702,3,120900,INLAND
13,2944,558,3,119000,INLAND
16,1443,249,3,129200,INLAND
17,2277,474,2,99100,INLAND
18,1564,357,2,108900,INLAND
15,4403,891,3,111700,INLAND
34,1133,254,2,68900,INLAND
23,1001,195,3,96400,INLAND
10,1783,337,2,116700,INLAND
17,1521,309,3,123800,INLAND
25,1374,297,2,97900,INLAND
40,1391,246,3,129800,INLAND
13,1473,265,4,121300,INLAND
15,1248,234,3,107200,INLAND
16,1748,322,4,121900,INLAND
28,3998,765,2,113400,INLAND
27,3471,653,3,99100,INLAND
18,2791,492,3,103000,INLAND
13,2084,449,3,114200,INLAND
17,5654,1085,3,144100,INLAND
15,4221,816,2,128600,INLAND
9,1787,347,2,157200,INLAND
18,2144,420,3,118500,INLAND
23,1538,305,2,116700,INLAND
15,3750,691,2,134800,INLAND
19,3267,614,2,109900,INLAND
16,1257,231,4,144300,INLAND
37,1341,256,3,123600,INLAND
14,2351,620,2,102300,INLAND
22,1707,296,3,126600,INLAND
18,1651,309,3,118300,INLAND
7,1737,290,3,147000,INLAND
39,1139,265,2,85800,INLAND
52,444,80,3,137500,INLAND
43,2976,599,2,85100,INLAND
34,3263,604,2,130300,INLAND
28,2551,378,4,125200,INLAND
37,2236,372,3,97000,INLAND
8,140,28,2,179200,INLAND
44,2923,659,2,85800,INLAND
52,1741,401,2,77900,INLAND
18,1222,250,2,116700,INLAND
11,5103,825,4,159700,INLAND
26,2741,451,3,139200,INLAND
16,1453,299,3,89600,INLAND
38,549,105,3,153100,INLAND
25,2202,422,2,87500,INLAND
20,3759,435,4,158600,INLAND
24,1535,279,2,95100,INLAND
20,1465,278,3,93800,INLAND
16,2867,559,2,95300,INLAND
15,3996,748,3,141300,INLAND
17,858,262,2,67500,INLAND
22,1468,285,2,73000,INLAND
14,1527,269,2,119600,INLAND
16,4591,904,2,93200,INLAND
10,1742,307,2,117900,INLAND
11,3835,727,2,97200,INLAND
12,1958,369,2,97600,INLAND
12,3744,699,2,95300,INLAND
11,3974,727,2,107700,INLAND
18,2672,533,2,102900,INLAND
18,945,205,2,58000,INLAND
25,1612,313,2,89500,INLAND
28,1677,327,2,93400,INLAND
23,790,137,2,115200,INLAND
18,2221,459,2,105700,INLAND
24,1535,276,2,97300,INLAND
19,2636,523,2,108600,INLAND
20,1384,257,2,104900,INLAND
19,2487,485,3,110200,INLAND
20,908,206,2,80800,INLAND
23,2263,497,2,87300,INLAND
31,2431,512,2,85000,INLAND
31,1599,318,3,96700,INLAND
22,2598,482,2,109700,INLAND
20,1808,334,2,121800,INLAND
17,2748,556,3,102600,INLAND
17,3502,655,2,101200,INLAND
8,2836,522,3,168300,INLAND
17,1619,292,2,126100,INLAND
17,1646,330,2,83800,INLAND
15,1677,345,2,111200,INLAND
17,1583,331,2,87500,INLAND
22,2828,610,2,94700,INLAND
35,632,148,2,62500,INLAND
15,2490,527,2,85700,INLAND
15,886,204,2,84100,INLAND
14,5549,1000,2,142300,INLAND
25,848,153,3,93800,INLAND
26,1652,325,3,90800,INLAND
17,1554,242,3,91800,INLAND
19,3720,636,2,97500,INLAND
35,1806,293,4,91200,INLAND
30,1030,161,2,73800,INLAND
24,1028,185,2,86400,INLAND
33,3585,757,2,62100,INLAND
30,3085,610,2,72200,INLAND
39,1551,353,2,57600,INLAND
29,1947,383,2,57600,INLAND
14,1724,315,2,53900,INLAND
41,461,107,2,41800,INLAND
20,2505,468,2,88900,INLAND
33,1462,241,3,82600,INLAND
30,1217,238,2,63600,INLAND
21,2628,494,2,59400,INLAND
26,1340,255,2,57100,INLAND
15,2119,389,2,80400,INLAND
17,3659,735,2,96200,INLAND
52,189,34,3,60000,INLAND
27,720,150,2,61300,INLAND
22,2515,482,2,73800,INLAND
22,1217,224,2,84600,INLAND
40,812,154,2,73500,INLAND
29,2220,471,2,56200,INLAND
37,2330,495,2,56000,INLAND
27,2596,435,2,85500,INLAND
30,1019,192,2,81300,INLAND
21,1432,284,2,57600,INLAND
22,1814,342,2,59400,INLAND
29,1687,327,2,81900,INLAND
39,1105,180,3,82100,INLAND
16,4221,781,2,116000,INLAND
10,1566,325,2,116100,INLAND
34,2745,559,2,94900,INLAND
27,1199,224,2,92200,INLAND
37,736,148,2,79900,INLAND
16,3758,715,3,122600,INLAND
19,1003,235,2,90400,INLAND
16,3120,641,2,93200,INLAND
8,2029,387,4,125900,INLAND
9,3585,680,3,133100,INLAND
21,3095,681,2,104000,INLAND
32,2685,543,2,101600,INLAND
17,2967,611,2,92600,INLAND
13,4110,847,2,122300,INLAND
13,763,161,2,112500,INLAND
20,1326,307,2,86600,INLAND
21,1435,294,2,77400,INLAND
18,2912,663,2,91900,INLAND
17,1463,338,3,100900,INLAND
17,1504,358,2,84800,INLAND
10,4300,845,2,139900,INLAND
10,3757,722,3,121400,INLAND
13,2962,546,4,155800,INLAND
17,5497,1056,2,111500,INLAND
13,4401,829,2,123500,INLAND
13,4495,856,2,113700,INLAND
10,3486,695,3,103800,INLAND
13,3297,662,3,108300,INLAND
11,1568,369,3,77500,INLAND
48,1096,218,2,65800,INLAND
39,1548,323,2,67500,INLAND
23,3832,774,2,59200,INLAND
27,1446,295,3,92800,INLAND
52,224,38,3,112500,INLAND
10,266,62,2,75000,INLAND
33,1064,174,3,108000,INLAND
28,4169,895,2,65500,INLAND
44,1064,230,2,61500,INLAND
35,2791,552,2,62700,INLAND
50,1592,372,2,69100,INLAND
52,1989,392,2,75800,INLAND
39,1214,250,2,75000,INLAND
39,701,130,2,112500,INLAND
28,3144,694,3,192400,INLAND
17,2549,596,3,209400,INLAND
25,2019,411,3,183800,INLAND
19,3388,599,3,162800,INLAND
9,3079,519,5,172900,INLAND
27,3861,718,3,129700,INLAND
22,1046,195,4,213500,INLAND
36,1710,320,2,131100,INLAND
15,1850,441,3,125400,INLAND
33,2396,452,3,151400,INLAND
19,2055,358,4,263100,INLAND
17,1962,291,4,187100,INLAND
19,2005,405,2,156700,INLAND
5,4980,774,5,186300,INLAND
10,3258,612,4,152500,INLAND
13,2479,394,5,241400,INLAND
30,1428,287,3,154400,INLAND
22,1999,415,4,253900,INLAND
46,2273,495,2,109400,INLAND
47,1942,430,2,105100,INLAND
52,1124,245,2,128500,INLAND
46,176,43,2,93800,INLAND
42,1017,253,2,99100,INLAND
25,3018,606,3,127000,INLAND
19,2688,469,4,133900,INLAND
17,4032,814,3,146800,INLAND
34,3090,593,3,124700,INLAND
44,3184,581,2,110200,INLAND
37,3058,567,3,130800,INLAND
8,2371,375,5,174500,INLAND
13,2983,534,3,168100,INLAND
18,2807,445,4,170400,INLAND
22,2331,359,5,150800,INLAND
13,3995,605,5,165200,INLAND
47,1265,254,2,93500,INLAND
29,2070,452,2,113400,INLAND
37,2724,579,2,97300,INLAND
30,3268,567,4,131000,INLAND
26,3364,570,4,133400,INLAND
24,2269,584,2,100000,INLAND
25,1710,288,4,145300,INLAND
23,1150,174,4,152400,INLAND
23,1970,296,4,145900,INLAND
18,2741,449,4,142500,INLAND
13,4545,952,3,126100,INLAND
15,2380,385,4,142600,INLAND
16,2919,462,5,164700,INLAND
36,1141,234,2,108500,INLAND
10,4156,609,5,178600,INLAND
18,3646,534,5,164700,INLAND
34,2738,475,3,122500,INLAND
16,3077,465,5,179500,INLAND
4,5623,780,5,205100,INLAND
10,2769,619,4,158600,INLAND
52,2264,439,2,99400,INLAND
52,1225,250,2,101400,INLAND
51,2982,689,2,87700,INLAND
46,2112,466,2,87000,INLAND
36,2707,550,3,94600,INLAND
5,1560,369,3,181800,INLAND
31,3644,746,3,117800,INLAND
16,2605,440,4,140300,INLAND
30,4114,743,4,134400,INLAND
22,721,117,5,151900,INLAND
4,4075,927,3,165200,INLAND
16,3216,464,5,161700,INLAND
4,2171,597,4,170500,INLAND
16,3787,515,5,174200,INLAND
17,2713,442,4,144100,INLAND
15,2203,312,4,163900,INLAND
28,3639,751,3,103900,INLAND
12,1497,360,2,122200,INLAND
16,2604,454,4,136000,INLAND
8,2750,479,5,156500,INLAND
32,1000,188,4,99200,INLAND
34,3779,766,3,110600,INLAND
14,1930,363,4,162200,INLAND
14,2677,368,6,177500,INLAND
7,1632,248,6,166000,INLAND
9,2294,389,5,160800,INLAND
13,1524,286,5,154800,INLAND
5,5526,435,4,143100,INLAND
35,2691,542,3,95300,INLAND
9,3360,833,2,100700,INLAND
16,2176,464,3,100200,INLAND
16,1840,355,4,125000,INLAND
15,2966,558,3,129800,INLAND
38,2505,554,2,83500,INLAND
17,3685,685,3,139800,INLAND
31,2810,518,3,98500,INLAND
44,1465,247,4,156900,NEAR BAY
4,2341,408,6,165900,INLAND
44,1625,432,2,133900,NEAR BAY
42,118,34,2,225000,NEAR BAY
52,2378,508,2,166000,NEAR BAY
50,1760,341,4,178300,NEAR BAY
51,1262,309,2,139300,NEAR BAY
33,2821,652,2,150800,NEAR BAY
40,1800,290,5,196100,NEAR BAY
39,1313,306,3,116100,NEAR BAY
41,1345,272,3,129400,NEAR BAY
50,1300,263,3,126500,NEAR BAY
50,1738,355,3,135700,NEAR BAY
42,2225,367,4,172400,NEAR BAY
37,1742,339,3,113700,NEAR BAY
28,4308,824,3,159700,NEAR BAY
37,978,202,3,156300,NEAR BAY
9,3424,583,5,212600,NEAR BAY
19,4657,739,5,199900,NEAR BAY
19,3073,506,5,205400,NEAR BAY
16,3913,710,5,206700,NEAR BAY
10,2864,514,4,287700,NEAR BAY
9,2643,439,6,245200,NEAR BAY
5,5303,779,6,294100,NEAR BAY
11,4371,679,6,297300,NEAR BAY
14,5381,871,5,211000,NEAR BAY
33,1660,277,4,225400,NEAR BAY
18,4326,655,5,269600,NEAR BAY
20,3796,650,4,228200,NEAR BAY
25,1374,206,6,235500,NEAR BAY
28,3310,574,4,166900,NEAR BAY
20,1705,353,3,211800,NEAR BAY
34,1692,290,5,197100,NEAR BAY
37,1784,313,4,189600,NEAR BAY
36,2213,386,4,186400,NEAR BAY
39,2199,388,4,190000,NEAR BAY
24,3173,548,5,243000,NEAR BAY
33,1043,157,4,235600,NEAR BAY
37,1217,199,5,196200,NEAR BAY
34,1408,277,4,169400,NEAR BAY
19,4005,972,2,235700,NEAR BAY
36,2639,488,3,205100,NEAR BAY
30,1260,276,2,220800,NEAR BAY
35,4043,689,5,233200,NEAR BAY
44,2185,357,4,232100,NEAR BAY
43,1454,234,4,265700,NEAR BAY
32,1339,209,6,247900,NEAR BAY
16,3077,733,3,91100,NEAR BAY
32,1504,279,3,134500,NEAR BAY
36,2765,495,4,136200,NEAR BAY
16,60,10,6,250000,NEAR BAY
16,2445,469,2,87500,NEAR BAY
36,2476,472,3,136400,NEAR BAY
16,1085,217,2,75000,NEAR BAY
10,974,316,2,140600,NEAR BAY
25,3577,581,5,178300,NEAR BAY
27,3228,562,4,175900,NEAR BAY
38,2675,541,3,139900,NEAR BAY
45,2842,567,3,138200,NEAR BAY
28,2965,533,4,178200,NEAR BAY
35,3103,537,4,169300,NEAR BAY
37,2247,416,4,161900,NEAR BAY
37,1755,327,4,166600,NEAR BAY
44,1254,252,3,148900,NEAR BAY
25,1476,336,3,165500,NEAR BAY
29,2001,373,4,194000,NEAR BAY
32,1013,169,5,226900,INLAND
27,2491,428,5,202800,INLAND
32,3012,527,3,211500,NEAR BAY
40,1797,401,2,165500,NEAR BAY
37,1474,343,3,161700,NEAR BAY
28,4035,641,5,192300,INLAND
31,2030,337,5,193200,INLAND
23,2293,411,4,184000,INLAND
28,2839,428,6,217200,INLAND
35,1192,201,4,182000,INLAND
36,404,77,4,161300,INLAND
34,1256,267,4,161000,NEAR BAY
28,1900,401,3,144900,NEAR BAY
18,2739,393,6,259500,INLAND
27,1691,289,6,210500,INLAND
24,1330,183,5,244100,INLAND
28,1433,290,4,184800,INLAND
28,1838,273,5,229200,INLAND
7,3418,740,3,196100,INLAND
22,2987,435,3,204100,INLAND
26,1977,264,5,240200,INLAND
26,2714,390,5,231100,INLAND
26,2738,428,5,213200,INLAND
22,2823,509,5,207200,INLAND
30,3320,589,4,184100,INLAND
32,3364,666,3,179000,INLAND
28,4071,713,4,190700,INLAND
13,3216,765,3,167800,INLAND
8,4253,709,5,246700,INLAND
12,5048,1122,3,126700,INLAND
16,3324,479,7,260400,INLAND
17,2756,423,5,200600,INLAND
16,2984,406,6,265900,INLAND
34,3259,498,5,206200,NEAR BAY
36,2342,436,4,171000,NEAR BAY
45,1613,338,3,151100,NEAR BAY
26,2470,626,2,160900,NEAR BAY
20,3968,931,2,166700,NEAR BAY
16,2913,723,2,106300,NEAR BAY
39,1323,245,3,151000,NEAR BAY
20,1143,346,2,151800,NEAR BAY
35,2190,384,3,159800,NEAR BAY
28,1207,252,3,165700,NEAR BAY
27,3513,791,3,182000,NEAR BAY
20,563,107,5,190800,NEAR BAY
8,3866,539,6,298200,NEAR BAY
25,2615,368,6,305100,NEAR BAY
20,2636,691,2,162500,NEAR BAY
14,3287,793,3,220500,NEAR BAY
25,1205,260,2,208300,NEAR BAY
32,1955,313,4,202300,NEAR BAY
22,3526,510,5,237000,NEAR BAY
23,3516,661,4,213100,NEAR BAY
23,3741,435,6,322300,NEAR BAY
19,3192,612,4,267100,NEAR BAY
26,1619,224,6,268000,NEAR BAY
18,2077,298,6,273600,NEAR BAY
9,2214,256,6,339200,INLAND
25,2652,335,7,330200,NEAR BAY
33,1653,334,3,163100,NEAR BAY
22,2105,354,4,227800,NEAR BAY
29,866,138,4,197100,NEAR BAY
21,5541,776,5,279300,NEAR BAY
21,4712,624,6,344800,NEAR BAY
5,4274,1153,4,266500,NEAR BAY
26,5077,640,7,351200,NEAR BAY
23,3318,408,6,358800,NEAR BAY
29,5438,871,5,275300,NEAR BAY
45,1544,244,5,226000,NEAR BAY
26,3872,739,4,225000,NEAR BAY
28,2377,469,4,250000,NEAR BAY
26,1733,265,6,264900,NEAR BAY
28,1731,295,5,259800,NEAR BAY
33,1550,277,3,292500,NEAR BAY
32,1075,170,5,306800,NEAR BAY
28,3410,746,4,266800,NEAR BAY
39,3018,501,6,283900,NEAR BAY
29,4133,770,5,288000,NEAR BAY
38,2139,343,5,268800,NEAR BAY
38,757,124,5,263300,NEAR BAY
34,4781,703,6,340900,NEAR BAY
30,2296,329,6,397500,NEAR BAY
24,4125,1020,2,271000,NEAR BAY
32,2676,484,4,335700,NEAR BAY
37,1677,269,4,310600,NEAR BAY
33,2423,322,7,349100,NEAR BAY
32,4498,862,4,321200,NEAR BAY
20,5467,1044,5,275800,NEAR BAY
32,3250,550,4,312700,NEAR BAY
29,3025,477,6,390600,NEAR BAY
22,1980,291,6,258200,<1H OCEAN
23,2564,347,6,275000,<1H OCEAN
8,831,231,3,350000,<1H OCEAN
19,1127,170,6,250000,<1H OCEAN
17,2559,370,6,269800,<1H OCEAN
24,1407,327,2,157200,<1H OCEAN
16,3326,419,6,343500,<1H OCEAN
16,5121,735,6,296100,<1H OCEAN
17,5688,824,6,312500,<1H OCEAN
17,3354,422,7,345800,<1H OCEAN
18,2903,387,5,359100,<1H OCEAN
17,3279,418,7,356000,<1H OCEAN
16,3873,484,6,341300,<1H OCEAN
2,227,35,3,434700,<1H OCEAN
8,3743,581,6,381900,<1H OCEAN
8,2865,389,7,399300,<1H OCEAN
34,1879,265,7,443800,NEAR BAY
30,3917,549,6,386600,NEAR BAY
20,2206,458,4,256400,<1H OCEAN
22,1248,271,3,200000,<1H OCEAN
17,465,83,4,188500,<1H OCEAN
16,3031,438,7,287300,NEAR BAY
38,827,144,6,294400,NEAR BAY
35,880,139,6,406500,NEAR BAY
21,3282,653,5,310300,NEAR BAY
32,2372,516,4,279500,NEAR BAY
37,4005,614,6,348200,NEAR BAY
30,3227,733,4,257100,NEAR BAY
27,744,214,2,350000,NEAR BAY
11,1077,318,3,387200,NEAR BAY
24,2059,462,2,99400,NEAR BAY
26,2947,435,2,85000,NEAR BAY
23,1025,205,3,155000,NEAR BAY
16,5187,1014,4,252400,NEAR BAY
17,1102,224,3,206300,NEAR BAY
26,2405,564,2,73400,NEAR BAY
35,3701,528,7,367100,NEAR BAY
27,5484,760,7,402600,NEAR BAY
33,3398,500,6,314200,NEAR BAY
26,4048,513,7,416500,NEAR BAY
26,2269,317,6,364500,NEAR BAY
19,5130,741,7,369900,NEAR BAY
24,2131,343,5,355600,NEAR BAY
16,4596,705,7,370200,NEAR BAY
36,542,119,4,354200,NEAR BAY
32,3633,508,7,401800,NEAR BAY
33,3626,502,7,423200,NEAR BAY
38,1261,177,6,438000,NEAR BAY
20,95,13,2,475000,NEAR BAY
37,3881,560,7,367500,NEAR BAY
36,1065,160,7,378100,NEAR BAY
8,1584,236,6,166800,INLAND
17,1133,244,2,162500,INLAND
2,3129,707,2,210100,INLAND
26,3084,505,5,194700,INLAND
25,4026,791,4,181200,INLAND
21,3153,411,6,285400,INLAND
4,3241,464,6,307000,INLAND
13,2085,292,7,366700,INLAND
14,5332,884,5,237400,INLAND
18,2541,355,7,288000,INLAND
26,1299,174,6,291700,INLAND
16,3421,427,7,320400,INLAND
16,2876,391,6,286900,INLAND
16,2169,262,6,312600,INLAND
27,1469,216,5,253600,INLAND
16,1803,267,5,205100,NEAR BAY
15,3338,532,5,197600,NEAR BAY
15,2150,327,6,198500,NEAR BAY
52,1350,266,3,171100,NEAR BAY
52,1736,358,2,147100,NEAR BAY
52,2735,559,3,155700,NEAR BAY
31,3029,500,5,197000,NEAR BAY
25,2239,361,4,203700,NEAR BAY
47,1685,405,2,134500,NEAR BAY
41,1631,282,3,150200,NEAR BAY
41,2512,539,2,123000,NEAR BAY
26,2335,413,3,178900,NEAR BAY
16,4986,1081,4,173200,NEAR BAY
32,2159,393,4,175400,NEAR BAY
34,1712,317,4,162000,NEAR BAY
26,3735,641,4,191100,NEAR BAY
18,4123,874,3,195000,NEAR BAY
28,3801,622,4,193300,NEAR BAY
28,2038,329,5,198000,NEAR BAY
16,4921,737,5,243200,NEAR BAY
23,3455,479,6,218600,NEAR BAY
5,3846,786,5,184800,NEAR BAY
11,3751,565,5,269400,NEAR BAY
16,2084,315,6,235600,NEAR BAY
16,2978,411,6,237700,NEAR BAY
14,2338,391,4,170500,NEAR BAY
6,678,104,5,246400,NEAR BAY
15,1216,166,5,240300,NEAR BAY
12,1592,242,6,248700,NEAR BAY
27,2133,347,5,209800,NEAR BAY
35,1579,243,5,201000,NEAR BAY
30,4030,772,3,184000,NEAR BAY
34,2854,528,3,164700,NEAR BAY
20,3426,632,4,227400,NEAR BAY
35,1811,377,3,149700,NEAR BAY
37,1887,353,4,196600,NEAR BAY
38,1794,349,3,191400,NEAR BAY
38,2172,403,4,194200,NEAR BAY
36,1425,245,4,185000,NEAR BAY
25,3807,806,3,164300,NEAR BAY
29,2347,464,3,161000,NEAR BAY
26,3054,492,4,171100,NEAR BAY
35,3779,711,2,109000,NEAR BAY
29,3108,534,4,170800,NEAR BAY
24,4865,968,4,173500,NEAR BAY
32,2275,397,4,162800,NEAR BAY
42,1531,326,2,85100,NEAR BAY
3,2850,544,6,175000,NEAR BAY
4,3999,1079,3,112500,NEAR BAY
33,44,6,4,212500,NEAR BAY
33,2014,410,3,131300,NEAR BAY
34,3756,726,3,132900,NEAR BAY
19,392,109,6,110000,NEAR BAY
32,1991,504,2,113600,NEAR BAY
43,2178,482,2,112200,NEAR BAY
31,2892,685,3,113800,NEAR BAY
33,1595,292,4,134100,NEAR BAY
33,1156,190,4,156600,NEAR BAY
32,1967,348,4,150100,NEAR BAY
45,1982,376,3,130800,NEAR BAY
19,2237,580,2,120700,NEAR BAY
46,1222,236,3,129400,NEAR BAY
36,2191,531,2,114200,NEAR BAY
35,1326,346,2,97700,NEAR BAY
31,2449,595,2,110300,NEAR BAY
34,1428,335,2,93900,NEAR BAY
25,1728,403,3,133700,NEAR BAY
34,2070,357,4,182800,NEAR BAY
35,1612,354,2,146100,NEAR BAY
22,2099,569,2,120800,NEAR BAY
33,1817,441,2,103600,NEAR BAY
38,2751,522,3,165100,NEAR BAY
46,1901,295,5,210800,NEAR BAY
40,1141,213,3,186900,NEAR BAY
42,1627,336,3,144600,NEAR BAY
45,1226,279,2,140400,NEAR BAY
47,1882,361,3,140800,NEAR BAY
43,1876,389,3,141600,NEAR BAY
42,1695,345,3,139100,NEAR BAY
44,1769,332,4,150800,NEAR BAY
45,1128,240,3,134100,NEAR BAY
45,1585,329,3,135800,NEAR BAY
46,1543,339,4,142600,NEAR BAY
44,1675,317,3,135300,NEAR BAY
44,1788,368,2,133400,NEAR BAY
39,1986,427,3,135100,NEAR BAY
38,1340,298,3,111700,NEAR BAY
45,2142,431,3,111600,NEAR BAY
42,1485,290,3,114600,NEAR BAY
38,1042,289,2,104700,NEAR BAY
47,2313,433,3,143300,NEAR BAY
44,1917,444,2,140300,NEAR BAY
42,2206,451,3,143900,NEAR BAY
45,2112,493,2,105200,NEAR BAY
47,1275,275,2,95600,NEAR BAY
45,907,188,3,79000,NEAR BAY
28,1995,488,2,84300,NEAR BAY
17,1258,254,3,121600,NEAR BAY
18,3507,711,5,269800,NEAR BAY
47,3453,779,4,274500,NEAR BAY
52,154,33,3,275000,NEAR BAY
30,2515,481,2,95000,NEAR BAY
4,2851,798,4,186800,NEAR BAY
34,2326,471,2,90300,NEAR BAY
27,2158,424,3,111500,NEAR BAY
45,2225,486,2,112100,NEAR BAY
41,268,75,3,156300,NEAR BAY
29,2304,399,5,140600,NEAR BAY
26,3887,779,2,122400,NEAR BAY
28,4649,977,3,129100,NEAR BAY
34,2669,647,2,119600,NEAR BAY
39,2955,696,2,167800,NEAR BAY
43,2549,511,3,178400,NEAR BAY
45,3924,834,4,177800,NEAR BAY
39,2505,371,5,286500,NEAR BAY
36,2403,408,5,253400,NEAR BAY
40,3056,489,5,247300,NEAR BAY
47,1911,283,6,267700,NEAR BAY
32,3943,605,6,321600,NEAR BAY
35,583,88,5,288200,NEAR BAY
32,1736,234,6,401000,NEAR BAY
34,2254,357,4,304000,NEAR BAY
36,1526,256,3,261900,NEAR BAY
33,296,73,2,22500,NEAR BAY
30,1014,236,2,183300,NEAR BAY
38,1250,236,3,220100,NEAR BAY
12,1895,600,2,195800,NEAR BAY
22,1119,220,3,186900,NEAR BAY
43,2116,407,4,212200,NEAR BAY
33,1615,271,4,239000,NEAR BAY
31,1432,348,2,218100,NEAR BAY
39,2686,569,2,200400,NEAR BAY
40,2866,617,3,209100,NEAR BAY
37,2125,489,2,217200,NEAR BAY
41,2053,435,3,223000,NEAR BAY
35,1102,308,2,141700,NEAR BAY
30,1772,471,2,162500,NEAR BAY
36,1450,235,6,311400,NEAR BAY
38,2591,424,5,263200,NEAR BAY
46,2085,346,4,262000,NEAR BAY
40,2085,329,5,273700,NEAR BAY
52,2657,500,4,234900,NEAR BAY
38,2501,348,6,358500,NEAR BAY
49,3191,516,6,333700,NEAR BAY
52,1369,249,4,287500,NEAR BAY
41,3009,482,5,324400,NEAR BAY
47,1930,315,6,315500,NEAR BAY
48,2083,298,7,331200,NEAR BAY
16,2739,480,3,109400,NEAR OCEAN
11,3159,616,2,73200,NEAR OCEAN
17,3461,722,2,68400,NEAR OCEAN
20,3810,787,2,66900,NEAR OCEAN
20,2673,538,2,105900,NEAR OCEAN
15,2715,569,2,69500,NEAR OCEAN
21,2696,578,2,122400,NEAR OCEAN
19,1668,324,2,75000,NEAR OCEAN
17,2677,531,3,103600,NEAR OCEAN
17,3276,628,2,103100,NEAR OCEAN
22,1880,360,2,152700,<1H OCEAN
18,1504,357,3,116700,<1H OCEAN
22,2920,636,2,71100,NEAR OCEAN
8,430,107,2,187500,INLAND
22,1058,352,2,87500,INLAND
25,1789,536,2,91300,INLAND
24,2180,517,2,173400,INLAND
27,1709,408,2,200000,INLAND
